danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,2hnMS47jN0etwvFPzYk11f,182747
0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,304600
0.829,0.915,-3.205,0.106,0.226,1.25e-05,0.246,0.779,118.903,7A0apkTSTvMbSI7yplcmlh,203333
0.889,0.454,-8.598,0.221,0.0141,0.000186,0.203,0.436,100.36,3QRM0qZB7oMYavveH0iEqx,250467
0.631,0.749,-8.15,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,30qVCFYKBtAENjTIBA8FPZ,247627
0.804,0.801,-4.892,0.0305,0.275,3.29e-05,0.215,0.826,98.12,3UpS7kBnkVQYG13pDDFTC4,221107
0.621,0.901,-5.396,0.0302,0.17,0.0,0.0875,0.744,113.967,1Cwsd5xI8CajJz795oy4XF,300773
0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,75IN3CtuZwTHTnZvYM4qnJ,268400
0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,59WN2psjkt1tyaxjspN8fp,313573
0.82,0.528,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,3ZpQiJ78LKINrW9SQTgbXd,272107
0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4CeeEOM32jQcH3eN9Q2dGj,301920
0.706,0.727,-8.06,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,45wneA2j0Z0WMnYNDO6Ad0,231093
0.64,0.602,-7.902,0.0299,0.0646,0.0,0.375,0.951,111.87,0u4htORODiTK9vHVA89MQX,193893
0.556,0.517,-8.769,0.0287,0.307,0.00115,0.077,0.779,169.938,68K0qD0VDqdm0eWXsGqnvM,251253
0.683,0.937,-6.335,0.0449,0.00481,0.0046,0.07,0.619,104.872,0lnxrQAd9ZxbhBBe7d8FO8,268653
0.667,0.753,-3.035,0.0336,0.475,0.0,0.0915,0.699,124.979,6Agiwgwq5BtflpNynGYsUv,233693
0.571,0.505,-9.312,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,21jEuMn2lf37715rwjow2M,269467
0.595,0.804,-7.911,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,6PNvv1dmDbOWrAYwEcuKBX,341533
0.636,0.761,-6.389,0.0306,0.0517,0.0,0.0642,0.736,93.896,4cKGldbhGJniI8BrB3K6tb,257067
0.348,0.88,-7.366,0.0978,0.128,0.0,0.357,0.606,101.185,22HYEJveCvykVDHDiEEmjZ,278779
0.579,0.812,-6.509,0.0693,0.00114,0.00333,0.115,0.278,152.002,1Y13csEpu3TK5gQdzGLrd8,223747
0.457,0.752,-8.121,0.09,0.00959,0.00136,0.0573,0.897,183.578,1szwDbVdIdoQq5mG5GXAmJ,179600
0.694,0.881,-4.053,0.0701,0.0153,0.0196,0.0851,0.924,121.554,2He3NOyqtLNE3RQPpeDdSb,231787
0.555,0.578,-7.942,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,4xFxK0FXmNlUDRgCaIQCVn,255400
0.505,0.518,-8.601,0.023,0.403,0.0,0.129,0.472,81.019,3ozomn4PrGEKEuusxX2HpC,247307
0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,7ygpwy2qP3NbrxVkHvUhXY,258773
0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4dVbhS6OiYvFikshyaQaCN,260027
0.67,0.558,-9.159,0.0251,0.238,0.0,0.106,0.63,80.511,5mkGfmJGFZpwK9nA5amOhv,173493
0.58,0.575,-7.72,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,31v2AQlx4pDI7kmnLxBkem,235173
0.64,0.894,-5.475,0.0367,0.0211,0.0,0.334,0.67,106.073,7g1Obgz4J6OPeLhh18pS7A,233893
0.373,0.844,-4.332,0.0327,0.000109,7.7e-05,0.124,0.377,104.899,7A9r5ZkRVuBPzjzY2CGYfS,303667
0.673,0.538,-7.957,0.0854,0.0957,4.41e-05,0.14,0.454,85.936,6Gd123r71KDdpH8JRdYvrh,207627
0.702,0.898,-6.003,0.0373,0.00854,0.000154,0.0917,0.731,112.845,29hBRadFZf9QTGRHZmxm65,169760
0.578,0.817,-6.542,0.0363,0.183,3.06e-06,0.285,0.726,141.621,5DiXcVovI0FcY2s0icWWUu,272293
0.558,0.579,-8.05,0.0324,0.342,0.00831,0.0989,0.403,167.812,4mOxpj82q6n3EO7HBZCelX,264200
0.741,0.29,-13.251,0.0302,0.294,0.118,0.0924,0.443,93.699,3fbnbn6A5O5RNb08tlUEgd,195080
0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,4INDiWSKvqSKDEu7mh8HFz,257400
0.42,0.672,-7.902,0.027,0.0067,0.0,0.108,0.476,168.019,2KVwlelhxKUy8LVV6JypH3,238667
0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,2IHaGyfxNoFPLJnaEg4GTs,270373
0.525,0.584,-10.877,0.031,0.0155,1.67e-05,0.0844,0.826,120.597,4ZFb9hUWOfdpq0JmbHDLyE,220027
0.676,0.592,-6.887,0.0452,0.454,0.0,0.107,0.337,80.316,7Lwo27zrXusqUlAaTgnytp,183760
0.486,0.448,-9.133,0.0342,0.757,0.0,0.0852,0.17,152.864,76puoNshqjAAocKl5KbmpQ,296040
0.541,0.677,-10.764,0.0373,0.122,0.0191,0.0938,0.555,101.1,77pOyJP8PK4XoUr80TqJjr,316467
0.391,0.896,-4.902,0.0683,0.000443,0.0,0.0774,0.791,178.056,5mFyCVEII6mp5YPPYQfTck,222467
0.615,0.616,-10.39,0.133,0.0399,0.000129,0.348,0.836,170.776,5NTZM8YYeKM2YsGSffVIge,235000
0.812,0.6,-9.414,0.254,0.00308,8.38e-06,0.173,0.555,97.338,5YTM7OgQDt9EJAYcfHLniJ,226440
0.472,0.946,-4.591,0.145,0.0372,0.0,0.352,0.486,177.489,7LygtNjQ65PSdzVjUnHXQb,201027
0.926,0.669,-11.271,0.301,0.0051,0.0,0.0887,0.642,128.462,1SAkL1mYNJlaqnBQxVZrRl,262827
0.509,0.833,-5.337,0.0597,0.0398,0.00257,0.207,0.569,79.935,5sMUwUR3JI2woCOrNbizUt,330667
0.292,0.714,-4.919,0.0316,0.000658,0.000109,0.102,0.462,151.412,24tO365YW6lcZr1hN4Ukzj,266280
0.615,0.467,-9.883,0.0327,0.314,0.0,0.099,0.177,119.919,28UMiBhn383n9S7GL4tsxD,273667
0.532,0.0744,-16.092,0.0355,0.949,1.22e-05,0.106,0.125,117.131,3xZMPZQYETEn4hjor3TR1A,270400
0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,1A5V1sxyCLpKJezp75tUXn,274160
0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,5OQsiBsky2k2kDKy2bX2eT,235293
0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,7nnWIPM5hwE3DaUBkvOIpy,232453
0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,6QewNVIDKdSl8Y3ycuHIei,292581
0.544,0.905,-10.732,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,0cuq829zRNq4AEdmDJA4aw,256947
0.48,0.792,-6.443,0.0411,0.00238,0.0,0.169,0.465,114.605,6WdoToI0z5f4A4kbZ3SXoa,214067
0.441,0.922,-6.644,0.0655,0.000179,1.97e-06,0.381,0.565,175.411,0HDaKOlVAfUWXdFR2RhBtN,172160
0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849,3YuaBvuZqcwN3CEAyyoaei,293960
0.456,0.752,-8.121,0.09,0.0095,0.00145,0.0573,0.897,183.569,0fsz7tJ7UKXT9hliLfO7aE,179600
0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,5UWwZ5lm5PKu6eKsHAGxOk,250547
0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,2EoOZnxNgtmZaD8uUmz2nD,318587
0.302,0.915,-6.005,0.0703,0.00355,0.000151,0.0612,0.426,100.606,3oZKgn93EKPxLp2kRY2KRR,208600
0.429,0.937,-3.986,0.0573,0.000131,0.0002,0.0807,0.894,194.838,4X3qGigyU6ARi3HP4lWD95,185027
0.723,0.895,-3.707,0.102,0.088,0.0,0.0717,0.963,143.373,3SFXsFpeGmBTtQvKiwYMDA,188667
0.353,0.898,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.293,6W21LNLz9Sw7sUSNWMSHRu,255733
0.167,0.972,-4.972,0.11,3.64e-05,0.00459,0.255,0.465,200.696,5lqvKus0CohDfnFKrpR2DY,247173
0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,3mwvKOyMmG77zZRunnxp9E,159227
0.6,0.811,-7.693,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,2GHYJ0dhVds3PODKnTdiGE,196116
0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl,268360
0.666,0.603,-7.314,0.0258,0.00031,0.00131,0.0993,0.195,116.84,0ZVorBFSmsJBE0pczFzIvk,168667
0.76,0.702,-9.404,0.0716,0.0104,0.0,0.38,0.659,92.324,18ZOH3KKu5Elt5ysocFyX4,179600
0.507,0.882,-3.917,0.0337,0.0053,0.0,0.177,0.907,142.398,02ZdZqhpfrPnxwyakXgxB8,134200
0.547,0.707,-8.74,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,0smyCrJiibi2uwCiq5R1vj,242733
0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,0tZ3mElWcr74OOhKEiNz1x,229467
0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4EchqUKQ3qAQuRNKmeIpnf,180160
0.412,0.88,-9.001,0.045,0.00252,4.39e-05,0.09,0.234,105.241,3vaONhSGEscyYeYoGpMLW4,197000
0.247,0.869,-8.382,0.0542,0.0104,8.59e-06,0.0954,0.601,175.26,1612JQ4JxS8bm5ky53N3bH,255327
0.638,0.906,-4.824,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,5lWRaa0fBxDE5yU91npPq7,209200
0.804,0.696,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,3B4q6KbHbGV51HO3GznBFF,170907
0.491,0.825,-5.503,0.0434,0.000777,0.02,0.107,0.925,171.658,0e0qRLVKIW1JNkLZg14bQF,191587
0.215,0.927,-7.327,0.0452,0.000273,0.00661,0.126,0.49,170.814,6qLEOZvf5gI7kWE63JE7p3,194853
0.527,0.838,-6.013,0.0323,0.0206,0.00062,0.07,0.721,117.454,4PtZE0h5oyPhCtPjg3NeYQ,255573
0.383,0.599,-5.432,0.0304,0.644,3.61e-05,0.311,0.547,148.018,4ptSL1o2pRgNvrC4wsN1Pl,217800
0.778,0.899,-6.552,0.0451,0.0028,0.0345,0.0263,0.881,119.995,3OOFEF20WqtsUPcRbPY3L7,204133
0.506,0.913,-5.301,0.0512,0.138,0.000853,0.135,0.894,151.182,09JxX9P3dqSl0I3lDGrTie,178333
0.501,0.905,-5.721,0.0518,1.88e-05,0.765,0.383,0.584,123.277,6nJPHXRpKYv2yqtalEjKy5,225307
0.401,0.953,-4.276,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,44wXefe8WB9Fd6xwtmAwbR,231480
0.382,0.831,-7.104,0.0518,0.00218,8.83e-05,0.164,0.613,170.053,5IOUNrN8E37eLGdLNRr9aC,267633
0.646,0.882,-5.648,0.0346,0.143,9.67e-06,0.335,0.908,120.837,7IsEXPk6qqt30FfQv4SZMa,257093
0.767,0.787,-9.897,0.0331,0.0163,0.583,0.0513,0.964,126.879,5QLHGv0DfpeXLNFo7SFEy1,266200
0.285,0.846,-6.472,0.0438,0.0404,0.0,0.182,0.287,108.808,62nQ8UZVqR2RMvkJHkcO2o,318227
0.659,0.727,-8.638,0.0455,0.119,0.00427,0.1,0.748,166.163,51UtgWS4z1eMPuLQOzPtNH,211080
0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,1Dr1fXbc2IxaK1Mu8P8Khz,178000
0.284,0.875,-6.069,0.0422,0.00752,0.000461,0.402,0.595,75.009,1L94M3KIu7QluZe63g64rv,340907
0.583,0.652,-6.255,0.0244,0.0405,0.000378,0.0781,0.352,97.469,4tgeQrPu5xkrnwErym2JsJ,249840
0.434,0.909,-6.381,0.0887,0.00336,0.0,0.324,0.356,162.227,41TVMXb9THdtTlo2KojUDe,194733
0.512,0.833,-4.555,0.0326,4.16e-05,0.00134,0.21,0.448,121.47,6p6Xq0t9XGkVg04cXWdx8v,236533
0.355,0.791,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,6gZVQvQZOFpzIy3HblJ20F,285200
0.387,0.552,-7.086,0.0297,0.288,3.72e-06,0.303,0.336,183.171,6DfvtrAhkXb6ruEaTGdA8r,178933
0.615,0.616,-10.39,0.133,0.0399,0.000129,0.348,0.836,170.776,5NTZM8YYeKM2YsGSffVIge,235000
0.287,0.846,-7.48,0.115,0.001,0.000589,0.217,0.29,96.999,5IXeOf1hqORwp8b6c1Asqa,234267
0.226,0.823,-5.425,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,7qCIP5KHYy9HuXbEEWzmC7,298641
0.544,0.917,-6.086,0.0788,0.0306,5.32e-06,0.064,0.642,140.639,6g48vpikqU2atsrDXdGzKo,212693
0.461,0.44,-9.753,0.0303,0.198,0.0594,0.138,0.169,151.906,5fuxkBTKB1ZlYI3ia2HnLz,346187
0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,2DlHlPMa4M17kufBvI2lEN,210240
0.617,0.84,-4.063,0.0512,0.36,8.85e-05,0.179,0.57,94.676,3LI4MmibTkXH5cGpCGZgyw,241840
0.481,0.94,-5.204,0.066,0.000891,0.0,0.0939,0.66,96.493,3mNecsYFb6LQg7822DPXCP,189333
0.491,0.942,-5.333,0.132,0.156,0.0,0.367,0.387,100.446,37EJtTS7jT5WUyXGZzrwnI,191507
0.421,0.938,-4.212,0.0522,5.18e-05,0.00291,0.124,0.427,156.794,2kh0u2d2YKQ7BCqeLPdHk6,200800
0.542,0.454,-10.247,0.025,0.645,0.00279,0.15,0.267,96.881,4jKq1e80xAYixkIwt6YyV1,271720
0.632,0.742,-6.785,0.0342,0.225,0.00115,0.138,0.725,119.509,0ecuZefr04QYl0cGpT53Nz,203000
0.434,0.659,-8.36,0.0346,0.576,0.000985,0.212,0.573,132.513,49NL7CMHXugSn72znOA5Nd,138560
0.391,0.896,-4.902,0.0683,0.000443,0.0,0.0774,0.791,178.056,5mFyCVEII6mp5YPPYQfTck,222467
0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,7ygpwy2qP3NbrxVkHvUhXY,258773
0.669,0.775,-6.059,0.0275,0.0388,0.00349,0.118,0.811,132.019,64eZ2hy7R21VDPgzeQrb9q,260160
0.573,0.818,-5.157,0.0471,0.0465,0.0,0.111,0.789,128.987,4l1W5SkH8EJJ9RQEq6UFMW,234133
0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,1Qdnvn4XlmZANCVy3XjrQo,277840
0.301,0.823,-4.072,0.0433,0.000144,0.000309,0.0833,0.372,152.017,1sjrDQXqAa9V07FjKIlAQ4,236867
0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,1A5V1sxyCLpKJezp75tUXn,274160
0.214,0.947,-5.053,0.0509,0.000553,0.00322,0.238,0.484,170.748,600s08VdbjiyAjDGDjYSFI,193613
0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,6QewNVIDKdSl8Y3ycuHIei,292581
0.543,0.79,-5.932,0.0358,0.00811,0.0,0.238,0.339,80.923,6u1yKoh00WaoSpNp46RzKF,236973
0.552,0.645,-6.595,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,1t1NX1DJQDcmZA0lvCnFjC,299733
0.643,0.364,-11.018,0.04,0.715,0.0,0.659,0.283,133.377,3ftHrCjsTUPLgI48m67byk,230293
0.542,0.765,-8.373,0.0278,0.115,0.00757,0.147,0.315,93.904,5HbZJ6ZEuLrYu1Kz5kD1A8,321667
0.655,0.673,-10.187,0.0301,0.0698,0.000144,0.372,0.558,123.913,57JtOe7GSDOWbIB71EOCNj,236200
0.324,0.891,-8.321,0.061,0.00386,0.000793,0.97,0.453,137.843,5zinAGcI5aZ63vmqIrUXkj,374120
0.412,0.676,-7.341,0.0266,0.00596,0.112,0.209,0.557,155.431,7GRq9NUgqhxPGUUksX02fk,333733
0.563,0.866,-8.861,0.0499,0.154,0.0,0.579,0.582,125.884,1VMqkvlOqaH0HP0nsj1bx5,259840
0.612,0.962,-5.36,0.0897,0.00228,0.00896,0.123,0.694,119.962,3dISHe66tFlOKqmom5Qr2n,232627
0.48,0.947,-5.707,0.0435,1.47e-05,0.557,0.0501,0.586,137.208,6p4041ml7oQ7gGCJqY0gl5,204120
0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,31AOj9sFz2gM0O3hMARRBx,268427
0.485,0.841,-6.068,0.0307,0.000173,0.00686,0.125,0.551,94.867,4VwPsMcRt1HPVKIdcwY9Uj,311000
0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,7fcfNW0XxTWlwVlftzfDOR,315120
0.142,0.92,-4.426,0.115,2.65e-05,0.00518,0.126,0.193,171.763,1wrhhPzd2ncJPNgUcGgBGg,256333
0.543,0.423,-8.797,0.0282,0.295,0.0862,0.152,0.355,150.132,77YKoNCjP5hWqiXMRG2839,306040
0.374,0.716,-8.656,0.034,0.000285,0.00111,0.195,0.35,136.757,3DwzYRgOgojl0EcdOaJLYr,227160
0.511,0.727,-10.372,0.0354,0.0534,1.09e-05,0.24,0.708,166.103,6mrN5zMwHh391zfSKgSChr,246240
0.569,0.789,-8.559,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,3z5ggGtcs4t8pizW521gW9,235093
0.242,0.849,-7.528,0.0448,0.000208,0.018,0.861,0.334,123.518,6wbuQr8VIbgXHXp1hedMkD,274653
0.66,0.567,-6.318,0.0289,0.00428,0.0137,0.11,0.182,107.754,0elH6ukMGLyCHJavHutEza,332627
0.443,0.781,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841,1158ckiB5S4cpsdYHDB9IF,214760
0.666,0.798,-11.26,0.0477,0.00848,0.00186,0.585,0.442,115.382,3ckd4YA4LcD3j50rfIVwUe,299680
0.673,0.911,-6.725,0.0707,0.000367,0.628,0.101,0.54,101.467,1NbJFhkVdD47YZ2IojKkJi,268760
0.48,0.588,-10.773,0.0339,0.00213,0.712,0.319,0.305,177.018,1IyHPt3b6BrhdMwNyk0VM0,314440
0.464,0.701,-5.943,0.0341,0.0691,0.00182,0.0766,0.407,73.97,1G8jae4jD8mwkXdodqHsBM,270000
0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,11LmqTE2naFULdEP94AUBa,281160
0.639,0.929,-4.762,0.212,0.00326,0.0501,0.242,0.688,103.758,4Qievb8Mqy0qxdLNVl02zt,214707
0.355,0.791,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,6gZVQvQZOFpzIy3HblJ20F,285200
0.754,0.366,-10.07,0.0312,0.273,9.04e-05,0.106,0.469,91.147,1KU5EHSz04JhGg3rReGJ0N,287440
0.487,0.948,-7.754,0.043,0.000662,0.102,0.0506,0.242,105.395,1S5QMC19YF0UjoKvnArjvH,321707
0.628,0.884,-9.174,0.0389,0.0268,0.0156,0.336,0.59,146.429,1hM2HXmeYuEe1VTf0O1IFU,276813
0.616,0.813,-8.069,0.0275,0.0164,0.0498,0.235,0.778,131.99,1ydZRag9jS1VAXcUs8DAu9,309867
0.569,0.901,-5.197,0.0544,0.00555,0.26,0.16,0.839,133.194,7zjzu90Q4mtNNaE9Ol9Zbv,259413
0.273,0.537,-9.612,0.0306,0.0241,0.0,0.0922,0.232,81.814,5t5rCnsgRBtcKqTB7SbD1Q,287320
0.683,0.645,-5.707,0.0272,0.589,0.00432,0.18,0.366,121.995,7GNLvWRG9itrCk0zarYKmQ,285000
0.243,0.987,-4.192,0.189,0.000128,0.000117,0.923,0.473,187.042,14jaMQkUjdrPb9LavLfDFW,172080
0.439,0.709,-3.545,0.026,0.00565,0.00152,0.131,0.319,81.331,6HksxcBzMVdT17aq1Q79Xe,248640
0.568,0.92,-4.434,0.0297,0.000248,0.0714,0.149,0.719,113.394,2Iv4HSoMX2fDeXFcOJWyWX,267933
0.47,0.989,-3.857,0.0632,0.000386,0.00161,0.157,0.446,106.479,2gdtLnVGGg80Kj9GiqP0vH,175920
0.652,0.871,-3.136,0.034,0.000535,1.23e-05,0.357,0.938,128.822,1OBMSzh2ocRqK2gUFaMBSM,215560
0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,1G391cbiT3v3Cywg8T7DM1,215907
0.426,0.813,-3.963,0.0318,1.94e-05,0.022,0.0937,0.228,149.013,1aXFBWnnPFRKUN7vuIA5h0,366467
0.432,0.856,-8.52,0.0341,0.00395,6.1e-05,0.0421,0.515,143.42,1YUpPVItgM6nYkordbSRLK,283155
0.488,0.862,-7.595,0.0476,0.0204,0.0,0.359,0.706,104.56,1FkoVC85Ds3mFoK0fVqEqP,257827
0.591,0.749,-4.145,0.0293,0.00677,0.0,0.195,0.595,132.08,3Hs4ytyLFzB2HKk2ZSohko,206960
0.67,0.677,-5.554,0.0664,0.0771,0.0,0.188,0.348,128.088,1zOrNX2Rp00WGJzNJUfj0V,199980
0.699,0.744,-5.776,0.0497,0.399,4.58e-06,0.361,0.642,96.979,2Ykhn5GaaBUH0gsKZSTLg1,230278
0.774,0.243,-13.227,0.0431,0.845,0.0,0.106,0.692,124.976,5VA7nlzlAT7NOCLLb5uMIp,164640
0.669,0.519,-10.082,0.0278,0.0396,1.63e-06,0.0961,0.396,109.998,0MaDLHCiHmW4wZERHhz9QA,241091
0.68,0.693,-7.234,0.0435,0.445,0.0,0.208,0.851,114.948,36tghkPg1AO4HsAzo6YpPp,163880
0.714,0.449,-10.816,0.0374,0.828,6.13e-05,0.096,0.719,96.041,3n622hniaMFIJ6Dbf6B1WS,203093
0.582,0.371,-8.519,0.0525,0.748,9.19e-05,0.122,0.604,200.085,09nEPqqMCJ5gNioi7M2dth,225106
0.608,0.207,-9.008,0.034,0.966,2.31e-06,0.0796,0.23,77.305,6gvqSzbef5bq2X8SFt349y,183000
0.427,0.396,-7.725,0.0304,0.777,2e-06,0.102,0.369,133.131,0HOvoZ4m0aJp6vY4fVrI51,215360
0.589,0.778,-5.091,0.0268,0.0814,2.1e-06,0.149,0.596,118.057,1HOjry8kvObcLsyOVMVCml,271187
0.501,0.629,-5.227,0.0278,0.139,0.0,0.228,0.454,143.926,1Jc3DqBxWynXZPQLmOEHEe,245440
0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,5imShWWzwqfAJ9gXFpGAQh,201173
0.834,0.55,-8.622,0.0451,0.488,0.000476,0.109,0.142,105.008,4X99feVnw46VIk2VNqWWL3,195573
0.371,0.54,-8.11,0.0286,0.43,0.000327,0.283,0.388,95.339,563iNuGeBdAegSCMRSMjMH,259120
0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578
0.42,0.739,-6.905,0.117,0.0128,0.0,0.217,0.512,124.254,6OZN0x5aVfM4MBGD3lJStU,234491
0.513,0.496,-6.049,0.0511,0.46,0.0,0.106,0.676,113.072,74tQaH4CxM5Rs9BzerEbHr,186893
0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,2nGFzvICaeEWjIrBrL2RAx,215360
0.541,0.675,-6.136,0.192,0.446,0.0,0.107,0.686,91.09,6n6EXIwLtNwe4u4CFzENYm,246920
0.564,0.32,-11.473,0.0306,0.706,0.0,0.123,0.266,85.891,5yGVHzJ2Se8pDzR7FIYUlU,209920
0.494,0.533,-4.979,0.0264,0.928,0.0,0.131,0.415,95.445,5ewQvWOpYJ60zpy9Ap8aK0,237000
0.774,0.184,-20.47,0.0438,0.93,0.00583,0.0781,0.815,124.078,628fwRnQ4FxxHVxQKPOK4H,162787
0.655,0.877,-5.656,0.0329,0.22,0.0,0.0785,0.958,144.877,42loEE51UDcecom9K8K4ei,173360
0.526,0.509,-10.893,0.0628,0.6,0.0,0.144,0.497,138.318,2QgWuCtBpNIpl5trmKCxRf,515867
0.717,0.588,-13.953,0.0535,0.331,0.0,0.102,0.852,131.537,2F1fnE1a8zQCogM6jJifHH,194267
0.439,0.681,-5.516,0.15,0.101,0.000232,0.395,0.3,168.082,7ER7vcy7u2ajg5IV45WBFw,251284
0.352,0.711,-6.412,0.0334,0.157,0.701,0.0683,0.422,73.161,6V6goat94tTJOWXXKZstNX,274587
0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,0pqnGHJpmpxLKifKRmU6WP,204347
0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,0.193,140.958,2cYqizR4lgvp4Qu6IQ3qGN,190557
0.546,0.895,-7.189,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,6W2VbtvMrDXm5vYeB7amkO,220707
0.497,0.701,-5.996,0.0306,0.0507,0.0,0.103,0.376,172.126,7Lmwj2fe8MpGXypOuLGO2C,193133
0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662,3MrRksHupTVEQ7YbA0FsZK,310333
0.628,0.796,-4.697,0.0411,0.0698,0.0,0.308,0.845,137.045,4HTvTJQsSiHV8mFeyDyhpq,179400
0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,4ylWMuGbMXNDgDd8lErEle,302147
0.265,0.312,-11.689,0.0569,0.243,0.0,0.0893,0.0998,54.747,0RoA7ObU6phWpqhlC9zH4Z,269453
0.702,0.77,-9.411,0.128,0.00558,0.000802,0.211,0.235,118.034,5xNUR50KxswPRAvx7S163g,225933
0.638,0.795,-8.45,0.302,0.00433,0.00139,0.153,0.31,153.99,2cKovq3l6OJjhVVDbVKOsr,214373
0.277,0.394,-8.903,0.0336,0.423,0.0,0.0952,0.227,86.777,0Gl5s8IhMmQE5YQwM8Qx1J,207787
0.284,0.704,-7.276,0.186,0.00583,0.000115,0.0424,0.1,191.702,45aBsnKRWUzhwbcqOJLwfe,234707
0.684,0.619,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,65fpYBrI8o2cfrwf2US4gq,217440
0.351,0.331,-10.316,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,0GVuLQtPXFaL18ijEOqoAa,234360
0.516,0.518,-10.383,0.04,0.00483,0.00895,0.585,0.0834,108.027,3IkWmgGsXbsafrunwPojXO,349560
0.382,0.638,-4.516,0.041,0.0206,0.0,0.16,0.15,94.44,3lCHADWP8ohxnfBiUqAN3o,234886
0.519,0.499,-8.649,0.0603,0.439,9.19e-06,0.0743,0.265,107.995,0nE1c8iHbO0hp3zQxNMFvG,264351
0.395,0.681,-7.712,0.046,0.0324,0.0,0.0878,0.182,95.943,0MaP6uyxXBAjIe7VLsFP5j,235600
0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,250286
