danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.58,0.876,-2.713,0.0356,0.00967,1.83e-05,0.103,0.779,157.091,0lLjwGf9kKdfPNgluTI2A4,271280
0.578,0.852,-5.222,0.0361,0.064,1.57e-06,0.24,0.482,119.997,6p0jnwYfrpov7CJG5Ucyzp,255653
0.518,0.792,-13.335,0.0406,0.000181,0.386,0.346,0.373,104.015,56NdVjJurU4upM8zf6EtTl,217907
0.454,0.79,-4.361,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,6B618H5CuCdEzcVs0NKTlt,291907
0.752,0.933,-3.529,0.0814,0.0577,1.5e-05,0.106,0.768,135.023,3ovT1WF7olMSy0c1bLyqo0,217240
0.528,0.943,-3.368,0.043,0.00412,0.0,0.546,0.515,109.974,1hIGfKLGsymTR1As8QmJ2v,189613
0.782,0.329,-10.347,0.0368,0.231,5.94e-06,0.107,0.434,91.523,0XRM1X85Iaki4u00Q9DZUv,228347
0.563,0.93,-2.858,0.0514,0.0624,0.0606,0.247,0.36,125.98,0VjKzC24tyGtT0wSEy8dW1,213035
0.495,0.917,-3.142,0.116,0.0725,0.0,0.192,0.515,95.153,1NMXkYmP983tmztiArxJEn,217690
0.521,0.732,-5.408,0.0321,0.000783,0.57,0.159,0.185,125.99,6BFxwgQOv5RZvQngoaQ1ur,237813
0.496,0.731,-5.283,0.0688,0.147,1.29e-06,0.207,0.296,96.997,5ZQWNRoJsfkByZFHqCB92J,198680
0.375,0.656,-6.661,0.0251,0.0161,0.00121,0.13,0.182,96.049,16oGsGvhNhTihlZAYLp2wm,223440
0.397,0.403,-8.502,0.0332,0.766,0.124,0.0759,0.0363,109.167,5HrzPdUDfXT1njQCnJK1ww,258560
0.434,0.506,-6.627,0.029,0.0098,0.0228,0.0963,0.151,110.068,2TjLRCgnOwgNtmZ38OJ6pj,275187
0.429,0.62,-6.313,0.0274,0.0473,7.25e-05,0.115,0.276,139.914,6vRoBEHTU6bwPR96JUObWr,252760
0.461,0.77,-6.017,0.0288,0.00381,0.00413,0.125,0.352,110.928,0KtQxdGPKzeAwKBt3LrD24,261880
0.752,0.695,-5.776,0.0279,0.204,0.00484,0.147,0.6,118.143,7kDhGzc1hgkQQyzpvBmKcX,187053
0.697,0.775,-4.106,0.0636,0.139,0.0,0.0737,0.822,90.015,4XRZbiVdsA5qv6f6qP70lS,200453
0.737,0.615,-3.76,0.0317,0.0149,0.0,0.102,0.41,110.023,6WEBwvsmpaoGxka0tSh5a7,231173
0.785,0.732,-6.177,0.0513,0.059,3.74e-06,0.524,0.798,137.946,0pfG8LwO7hSdHe6hTgc6a6,255680
0.571,0.77,-5.498,0.0314,0.0534,1.02e-06,0.129,0.613,141.996,4L9J2or96xvWhQwWw09fHO,240320
0.67,0.876,-4.905,0.0536,0.0127,0.00302,0.109,0.736,126.968,4VbDJMkAX3dWNBdn3KH6Wx,276173
0.544,0.788,-5.593,0.0474,0.000366,0.0,0.141,0.818,148.121,7eMpW9I1ZpVs6VQ90naDBh,245133
0.624,0.878,-2.934,0.0514,0.000457,0.0,0.0656,0.878,119.106,3c7vquF4xacCmFrxztLUVH,216560
0.47,0.89,-4.672,0.0456,0.000798,1.23e-05,0.196,0.628,154.982,6vtLtrPHZAo5OUy1Sk9BTH,263400
0.818,0.713,-6.044,0.0431,0.207,0.00337,0.233,0.966,106.005,0UmzJTfqTwF3nRSEhZVL3v,215067
0.555,0.93,-3.641,0.0377,0.0484,4.28e-06,0.0898,0.782,138.013,2Y6uY65ZwKl9WbVOvKyZg6,188640
0.407,0.896,-2.935,0.063,0.012,0.0,0.196,0.156,138.697,6FOpPA0a80RuBqqgDozvja,243573
0.541,0.916,-5.964,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,3bq8WiQrEXMwPAibYs7tpu,197800
0.658,0.282,-8.282,0.0353,0.433,0.0,0.0741,0.39,119.757,1cQ3LIkZE68pMSnPhZWXLu,277724
0.673,0.829,-6.059,0.0469,0.0026,0.0,0.194,0.854,88.062,7FJXmwkTvxEcAelZ0scUCm,227533
0.523,0.296,-12.486,0.0292,0.908,0.00087,0.0922,0.346,122.571,0LLumgKM5pVTZj3Yn57euh,181547
0.54,0.82,-4.998,0.0621,0.000812,0.0,0.0505,0.549,148.092,5znrbNTufkqbJlrRbRfWRE,162455
0.464,0.917,-4.539,0.0451,6.38e-05,0.0767,0.143,0.456,132.031,3XSML6MqM4P6ObhmjDCw3q,272400
0.715,0.536,-10.498,0.0285,0.664,1.76e-06,0.277,0.684,118.091,4gsCcrBEpoxF2wUYndfto6,182640
0.703,0.81,-4.874,0.0424,0.000315,0.0,0.216,0.726,102.978,0RZyUsKfiC7MtiGKatCtGc,216200
0.305,0.628,-3.573,0.0348,0.46,3.66e-05,0.0899,0.428,80.389,2ewjgFhHDTE8BkV8kzpiX2,182168
0.867,0.596,-4.851,0.0463,0.117,0.000119,0.061,0.646,125.984,4TSdgufs5bHUjfS9mJpMSh,233960
0.511,0.942,-10.407,0.0429,0.174,1.87e-05,0.139,0.498,97.909,2gQaQUhDCNGfBVXTvxAmXQ,393667
0.477,0.479,-11.887,0.0483,0.0649,0.029,0.0906,0.662,122.531,5UuikgHTxSRFRnC0zXx10i,396187
0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4e9eGQYsOiBcftrWXwsVco,235053
0.611,0.945,-6.741,0.0384,0.00395,0.114,0.975,0.552,113.987,5pEkt88uwNG4xfwSiOgsqC,326573
0.557,0.762,-7.487,0.0323,0.000751,0.0406,0.43,0.514,113.888,3LVHIqnIsnrcK1x4Ns2xNb,218135
0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,69uxyAqqPIsUyTO8txoP2M,263787
0.642,0.65,-8.567,0.0623,0.66,0.0,0.14,0.973,164.421,3RNyGLgSvmVRZ7xKUp8Wgd,215800
0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,40EB7ABUO6MoWMUwPKptJ7,260533
0.531,0.549,-7.895,0.0378,0.363,0.0,0.118,0.681,171.781,1OUxBM6TphEnDh4EQkNRv1,200200
0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,0.684,161.905,3zcmWxxUA7Em7X3IBqZGUo,206000
0.23,0.492,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,57uX2vR9j9DNiANDYfXw1i,256613
0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,3vv9phIu6Y1vX3jcqaGz5Z,226739
0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,219043
0.669,0.747,-7.108,0.0428,0.141,0.0,0.185,0.483,122.531,0RAXbA0EGydtxACuuTlUrl,242440
0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,0g5EKLgdKvNlln7TNqBByK,220573
0.628,0.737,-4.437,0.041,0.0625,0.0,0.0777,0.592,91.507,0nhBKubnVz9yFNNprBniWz,185194
0.62,0.807,-5.526,0.032,0.00496,0.00243,0.162,0.529,75.979,0Se1ajfYEa51gkPKV5UgLV,195320
0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,0.506,134.923,72FNf7DAlWLmuHiLTBcNHY,238747
0.541,0.812,-3.764,0.0336,0.203,0.0,0.42,0.607,141.056,4ZC8hXXqu2hPcDLw9QTdtQ,201627
0.702,0.705,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,5a7NdkF09AfD0H607eiOkX,213445
0.658,0.814,-6.157,0.0493,0.0398,0.0,0.114,0.316,109.004,6Wytqpe4mfmyeT8s1xbczG,227423
0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,13P5rwmk2EsoFRIz9UCeh9,237627
0.573,0.905,-5.954,0.0343,0.0408,0.0,0.113,0.683,135.943,7uPQU7uKvsZZ7T9XnpBpFg,247800
0.572,0.783,-6.398,0.0353,0.0172,0.0,0.19,0.46,105.975,6jlqDfX8TQNxcaAz5oxYJA,255493
0.432,0.882,-4.441,0.0395,0.00624,0.072,0.312,0.302,139.983,0JDaPS8XnWRWD4cFGiYpZG,247904
0.513,0.906,-4.151,0.0485,0.000205,4.9e-05,0.204,0.556,147.967,4TPDqoA9k7jFtdigCgM2VT,182787
0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,5TbzAWWc5eJaANpA9kfGCd,239894
0.686,0.885,-4.754,0.0377,0.0503,0.0,0.147,0.616,120.066,1KgZOCjN3nGRTk3c87oIj6,178560
0.749,0.819,-3.678,0.0599,0.0033,0.0,0.0933,0.38,121.995,3e5wnsqhAkzlzk9SzdhOzR,200133
0.7,0.701,-3.834,0.161,0.013,0.0,0.461,0.38,93.012,2RqtfcLB7iOZj0zYB8Auhu,223107
0.652,0.898,-4.408,0.0787,0.0702,0.0,0.0936,0.886,109.968,3m3FX4AL0Rpsv0ZCUAyBWO,191173
0.637,0.318,-10.07,0.0716,0.622,1.58e-06,0.125,0.383,74.11,7zzoxJbgjme3366mOp5UnH,280800
0.504,0.918,-3.463,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,5e3YOg6fIkP0wD5TyxcHOH,294827
0.512,0.373,-11.765,0.0289,0.777,0.501,0.11,0.204,120.059,1IbFHfVWUDNkhSY9PWt9th,285000
0.602,0.776,-9.204,0.0311,0.129,0.77,0.193,0.923,129.458,1FyfPd5AMMjrorTdu3wASG,297160
0.613,0.937,-10.13,0.0498,0.00209,0.0501,0.518,0.414,121.062,286oOUWsKLgh9DMcOqKkkQ,420301
0.526,0.862,-10.078,0.0636,0.108,0.000793,0.697,0.637,150.545,7lcJvpN47IHlkpCsz7aP4d,570694
0.803,0.851,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996,3PNOYDruQplC92lNc7mE9W,211080
0.666,0.641,-5.751,0.0887,0.571,0.0,0.0955,0.738,74.684,279D0iY34aVyZWTxsAPYUd,201240
0.507,0.0677,-13.766,0.0406,0.978,2.74e-05,0.132,0.355,105.393,79fXdfpOPGaXO1gfdq2onl,181827
0.475,0.16,-12.858,0.0392,0.961,0.0,0.148,0.315,138.228,6rX7Rgi2O5csTzLan7rL0c,238120
0.712,0.146,-14.663,0.0603,0.821,0.0,0.0768,0.451,91.578,5JVaLLf6TyhqW3ly8ZOqvN,174707
0.475,0.0588,-17.464,0.0418,0.89,0.0238,0.129,0.241,115.642,4z6d79RAbC5q0VAqPQas8W,206360
0.685,0.823,-6.901,0.0524,0.165,0.0,0.0796,0.947,174.491,798bKohvGZenetnHsKzUC6,222733
0.85,0.938,-6.889,0.0415,0.409,0.000346,0.0582,0.84,120.826,5HQ639Z3ms3hnZx0KfWnkp,217200
0.816,0.791,-4.21,0.0372,0.0353,0.000345,0.17,0.963,128.521,5cOM0fTHceCkJVwuyHdMnk,200493
0.633,0.634,-12.115,0.0725,0.038,0.0064,0.0385,0.872,100.499,1h2xVEoJORqrg71HocgqXd,245493
0.701,0.296,-9.821,0.2,0.889,1.98e-06,0.279,0.964,102.101,36KStm44i8gAqnQkm3PY9c,199227
0.754,0.143,-16.507,0.0609,0.889,0.0,0.168,0.805,134.356,1kPvyhybeg114W9k20032n,169627
0.59,0.929,-3.236,0.0478,0.0714,0.000153,0.0598,0.674,119.818,41IShViF79gmulEkIHAjcb,254467
0.692,0.373,-12.201,0.027,0.909,4.35e-06,0.116,0.782,144.591,1wK9cRMY8HBmRLiNm72MBG,146080
0.719,0.292,-10.683,0.0497,0.603,0.31,0.0487,0.84,154.913,7otAeqNqEawppvL0Cr7qCd,152533
0.536,0.696,-6.818,0.0365,0.134,3.19e-06,0.287,0.683,117.179,6hleUCx3E4gB2urwRvx1QT,214027
0.648,0.123,-14.812,0.0602,0.987,0.117,0.1,0.496,65.795,70Hl6QYIJGmrR7NBl666Y6,191067
0.417,0.123,-16.572,0.0377,0.993,0.0125,0.143,0.18,137.444,2jPgfwVXOKnUl2QLQsnIAT,181973
0.438,0.0555,-18.334,0.038,0.994,0.0566,0.109,0.273,79.939,43a4zqUZL1vHH93EKBFkLj,198467
0.366,0.132,-19.309,0.0346,0.993,0.00299,0.109,0.475,96.27,0BegIv1DisQSnpba7myC0R,168493
0.516,0.186,-14.651,0.0472,0.986,0.000314,0.113,0.351,56.168,46uYxgBiPPrtYjwjcTs4w6,173027
0.358,0.121,-19.327,0.0454,0.967,7.29e-05,0.258,0.299,85.14,5EQfcSb929cWIeLJPIZoby,191667
0.654,0.452,-9.709,0.03,0.835,2.89e-05,0.16,0.691,106.662,4f8hBeMXMvssn6HtFAtblo,259307
0.726,0.474,-7.834,0.0491,0.803,0.0,0.258,0.57,116.027,0AQquaENerGps8BQmbPw14,235733
0.306,0.117,-18.713,0.0322,0.84,0.00527,0.121,0.142,74.319,3eQwtgoiVKbaYuX0ITe2fU,207440
0.694,0.211,-15.276,0.0579,0.971,0.00102,0.154,0.416,146.422,4jttdXYIGUjWImdbTIQO1q,174867
0.535,0.24,-15.198,0.085,0.92,0.0,0.111,0.49,128.547,6fUDNcmsnnUVyOtEnA9xdC,153867
0.461,0.185,-18.087,0.0502,0.604,0.0,0.121,0.405,95.509,3HuJDcOWx0gE9Yng2uWY7K,196840
0.723,0.0811,-14.113,0.0631,0.779,0.0,0.509,0.36,88.044,5y8zb3grlQonjdqd27K39T,181493
0.407,0.0944,-17.809,0.0288,0.992,0.611,0.105,0.199,92.145,6jSOQzZ92aPKN0p2m09y2n,182733
0.632,0.134,-17.029,0.0532,0.985,0.00126,0.285,0.618,89.088,0XsbCr34semDxq0ZX84BCh,180930
0.702,0.226,-13.417,0.0457,0.98,0.00102,0.0653,0.881,92.42,45YtTdmH2PNKEnxN3uTZQy,200067
0.644,0.156,-16.529,0.0329,0.532,0.0,0.105,0.744,113.96,5RLzsVW6UNiV2YrOlKwzNN,171427
0.68,0.258,-11.995,0.0554,0.627,0.0,0.293,0.781,132.056,4qQ8sToR3GNossXlwSlyKz,147293
0.177,0.266,-13.568,0.0348,0.901,0.0,0.125,0.122,79.974,0RluX0auLYdKAZxWQZpLiG,155667
0.806,0.191,-9.527,0.0517,0.819,0.0,0.0579,0.551,109.802,3rLLRKNc2HvE4hkMYRe1RE,162680
0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,3dYD57lRAUcMHufyqn9GcI,241688
0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293
0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,7KA4W4McWYRpgf0fWsJZWB,180387
0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,4Ub8UsjWuewQrPhuepfVpd,214148
0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,3ZFTkvIE7kyPt6Nu3PEa7V,218093
0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,7wMq5n8mYSKlQIGECKUgTX,202533
0.497,0.865,-3.19,0.0644,0.0306,0.0679,0.443,0.595,125.96,78W8wiUIlQ2SnWY9TVowKZ,174203
0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,6wJwkMo278iWVlWl1XQ4WA,227373
0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613
0.706,0.842,-4.628,0.038,0.0476,0.0,0.134,0.818,104.958,71R6zJsrF3ffc3TBFHfivX,224720
0.327,0.941,-3.294,0.353,0.0231,0.0,0.0636,0.707,129.738,6ku3i5WNrsY3qhOq6ua9TL,199236
0.472,0.815,-4.002,0.319,0.171,0.0,0.265,0.81,98.017,2N2QvMYwyYHE8V4KZbbG4i,230413
0.754,0.933,-5.786,0.0448,0.0199,0.0,0.297,0.75,103.992,0ltBH1JNzSvQJPjJpvTu9B,225000
0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,45hOioMDJktr86iKDHC8gr,216600
0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,6epn3r7S14KUqlReYr77hA,214240
0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,5HE3z4Ew7wZ91l3ZOpGKa4,223800
0.687,0.855,-5.341,0.0416,0.0486,0.0,0.233,0.647,130.029,1j7GNdjuK5wfmvxCbVcWMY,218373
0.58,0.75,-4.421,0.194,0.159,0.0,0.274,0.728,86.938,69ghzc538EQSVon2Gm3wrr,229107
0.695,0.628,-6.498,0.0442,0.0539,0.0,0.32,0.529,144.114,0seHreoI3kwp38OlEgLLnT,236200
0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,2V65y3PX4DkRhy1djlxd9p,212862
0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,3bidbhpOYeV4knp8AIu8Xn,258343
0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,4zuy08yhEhlu5YSTM3WqRD,222500
0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,62yJjFtgkhUrXktIoSjgP2,186813
0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,3bC1ahPIYt1btJzSSEyyrF,224653
0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,05SBRd4fXgn8FX7bf8BCAE,234507
0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,3tgZ9vmhuAY9wEoNUJskzV,204200
0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,2iJuuzV8P9Yz0VSurttIV5,283400
0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,247427
0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,6CjtS2JZH9RkDz5UVInsa9,235613
0.691,0.921,-1.702,0.0533,0.173,0.0,0.331,0.8,130.072,0BBZuOGGBj9u4X3rAfmae8,201000
0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,245467
0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,3zrYNl1aMdFrQkcOjKVr5u,223800
0.663,0.705,-4.972,0.0385,0.0654,0.0,0.117,0.477,122.014,1QzFhzIOW7CyRJLpmq5CM0,257387
0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,03UrZgTINDqvnUMbbIMhql,219493
0.668,0.758,-3.589,0.158,0.0338,0.0,0.204,0.531,135.958,4yOn1TEcfsKHUJCL2h1r8I,229507
0.683,0.708,-6.244,0.0305,0.0398,0.155,0.686,0.355,92.991,2XMTqoHHSH0lvuXrvIEdco,237707
0.504,0.912,-2.867,0.259,0.199,0.0,0.105,0.248,189.983,43lwHSTEexXRVVeXZtAtfi,218539
0.635,0.647,-5.864,0.0366,0.192,0.0,0.154,0.201,104.058,6LtPIXlIzPOTF8vTecYjRe,262693
0.586,0.896,-4.132,0.372,0.00945,0.836,0.121,0.103,125.744,0WSjVLITbxV6kVXndziQDm,160000
0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,117.965,3P3pw6C19j31Rnzgo3JG7o,196613
0.678,0.842,-5.37,0.0553,0.0414,0.0,0.202,0.493,122.016,6smhpAoDKenJyDztNHf0HH,204587
0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,3cNjgVBKTJ1SvKhunrCdVy,210580
0.504,0.847,-6.81,0.0442,0.00434,0.0,0.816,0.28,127.854,6lBQ0SMCrJ7zy1LSCuXqwV,211890
0.56,0.551,-5.446,0.0563,0.445,0.0,0.163,0.263,119.777,476j7IDRIDRvv1Xu71EVc8,233337
0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,3QGsuHI8jO1Rx4JWLUh9jd,187973
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920
0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,563SfWAHJs4FBZMkRN0IFN,223079
0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,6O5TrlFWTYvznd9fMC0VvU,290900
0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,3bNv3VuUOKgrf5hu3YcuRo,285240
0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,3di5hcvxxciiqwMH1jarhY,242974
0.59,0.749,-6.246,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,3VVuTYI50T7t0zznR91LNG,208467
0.645,0.434,-7.791,0.0399,0.00187,0.00226,0.124,0.249,100.01,6hvNLxrHBdR1qzdrKasCPE,213013
0.581,0.0549,-20.514,0.0397,0.559,0.0,0.0718,0.234,152.037,3B7udSGy2PfgoCniMSb523,300840
0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,5hnyJvgoWiQUYZttV4wXy6,267960
0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,6Vc5wAMmXdKIAM7WUoEb7N,229400
0.651,0.741,-5.067,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,4IXiFMhtXEbSEG8UoAeTwD,232773
0.669,0.846,-3.976,0.156,0.15,0.0,0.154,0.793,150.014,1gou2U6ZcLKXLBC3MYVtEu,206200
0.542,0.644,-6.196,0.0961,0.0219,0.0,0.138,0.545,153.972,4htrHrq1AB38vprDEha0hv,249560
0.774,0.839,-3.948,0.114,0.027,0.0166,0.252,0.923,142.985,26nr9XnFCYWxBTIP7HyWXg,198813
0.656,0.675,-7.455,0.0457,0.119,0.0,0.0925,0.353,126.889,02RaNOB5CIiXAhgvLE6Xp0,204573
0.737,0.95,-2.522,0.0611,0.017,0.0,0.233,0.968,127.0,3PfG2rMOU9HglycfbIC4yM,197453
0.578,0.839,-3.806,0.0755,0.000649,0.0,0.0708,0.509,121.995,1ttYNQjND5nBtUnpNMlLQQ,240280
0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,6LoQHIo74tOzQ8EsLEkhgF,231987
0.552,0.689,-6.444,0.0425,0.0915,0.0,0.27,0.349,99.961,46jLy47W8rkf8rEX04gMKB,169773
0.702,0.82,-4.323,0.063,0.196,0.0,0.156,0.52,107.936,2KMJ5CoxY4ECG9TZyNWmpv,187126
0.679,0.882,-4.313,0.0373,0.000806,0.0,0.203,0.797,136.065,1XjMCUz7uwqZ1gdvbbyKtq,206053
0.725,0.844,-3.707,0.0347,0.363,0.000716,0.125,0.711,104.001,6SLTPbDxDYR0uSMTT7gSb7,209427
0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,6C7q15ShKWrRX450ZEcL2i,225000
0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,4S9zTd8Oj77G0WhHK3Apuk,227787
0.535,0.829,-4.371,0.0613,0.0713,2.7e-05,0.146,0.573,127.952,6fUZcsrj2DM5NGJtRnqW29,232519
0.416,0.849,-4.909,0.0455,0.00864,0.000138,0.204,0.147,125.098,4KgWBRfUQtKIeFcdY4r1Lv,205440
0.615,0.811,-4.316,0.144,0.0188,0.0,0.196,0.808,167.995,5PEleSkK4p4E1sx3x7cOLt,166560
0.529,0.876,-5.649,0.0337,0.00102,1.92e-05,0.353,0.282,144.998,7hJIKKoQO6riG2rrRvDpU0,216566
0.797,0.962,-4.239,0.0906,0.000359,0.767,0.0454,0.422,128.047,11xsm79HwpWV1C1lMXoVo9,180502
0.718,0.912,-4.317,0.03,0.00268,0.000309,0.683,0.316,132.048,17qKKAYkmzwOgnD8QGviC7,186364
0.611,0.941,-1.958,0.0492,0.00326,0.0209,0.345,0.588,128.003,3lXqWjqjgVkFbBesfRaTvE,258743
0.559,0.815,-6.325,0.0445,0.00363,0.0719,0.668,0.209,128.001,59ZKt9xMScU8jsgYPdwqpF,328213
0.56,0.854,-4.878,0.0669,0.00901,1.07e-06,0.506,0.274,126.001,2WEiz65hkQPlThgncVH34T,373650
0.534,0.711,-5.927,0.0368,0.05,0.0031,0.135,0.3,128.102,6EsH66Uto1zwZlDGQ6RokU,230635
0.66,0.907,-3.351,0.122,0.131,3.34e-05,0.0746,0.624,127.96,4NNo6yFzKvX4HsTcaH6WIU,199805
0.645,0.984,-7.051,0.0508,0.164,0.00701,0.164,0.553,144.954,2PTvik6EqPAIYOclAB3SU8,176453
0.561,0.87,-6.103,0.343,0.0015,2.82e-06,0.246,0.498,129.98,4iMu9le3ytNO3tvgVpQANx,210093
0.973,0.588,-7.014,0.241,0.00214,0.368,0.257,0.196,128.007,1j76V9cJO7O9gzEK3mHw4i,258507
0.544,0.951,-5.183,0.0483,0.0676,0.00515,0.315,0.747,75.007,6BX787r5M59aRtAcywwzr6,186874
0.614,0.94,-6.522,0.0564,0.00317,0.000242,0.161,0.72,140.031,4fBY23b17BS1FwXE8FeyGG,207079
0.669,0.639,-5.175,0.0355,0.0757,1.48e-06,0.19,0.523,75.18,6oWx00So8wCAopjyZ41F76,221633
0.8,0.887,-5.038,0.0632,0.113,0.0,0.154,0.526,109.988,6xQjgKUjjKgLDfOibSRyRM,191991
0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4zOfy9kqJlG0ZXvcaSh4gv,242373
0.485,0.699,-6.017,0.0479,0.096,0.0,0.109,0.242,140.096,0ett0qCHbl0vdSRFhRSkMc,241560
0.553,0.662,-6.454,0.129,0.342,0.0,0.141,0.561,98.368,1hu2dRGo6kxbvc7NuNGD4v,242121
0.426,0.599,-7.737,0.0282,0.0198,0.00142,0.366,0.102,91.995,0GDz2tPdh6FbxJxM75SQB4,275547
0.657,0.941,-3.919,0.061,0.0476,0.0,0.0797,0.879,136.202,7Kpqjspw4Y7HrvItIRcBiW,222400
0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,7pAq1IXYZpL42HchCminu6,197440
0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449,21pySLskKIKrhDziCX5ojQ,245680
0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,4kLLWz7srcuLKA7Et40PQR,289133
0.422,0.712,-5.907,0.1,0.273,0.0,0.051,0.471,78.454,2CvOqDpQIMw69cCzWqr5yr,261160
0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,7Lf7oSEVdzZqTA0kEDSlS5,288333
0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,6TfBA04WJ3X1d1wXhaCFVT,177827
0.534,0.87,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,0JiY190vktuhSGN6aqJdrt,215160
0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,107.657,2lnzGkdtDj5mtlcOW2yRtG,196160
0.635,0.647,-5.864,0.0366,0.192,0.0,0.154,0.201,104.058,6LtPIXlIzPOTF8vTecYjRe,262693
0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968,2cMTIlktg3M9mXYqCPqw1J,182627
0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,1nInOsHbtotAmEOQhtvnzP,221947
0.469,0.689,-7.017,0.0475,0.00607,0.00119,0.114,0.531,126.505,73qbBlEAcm2HfnAaSnP1II,221867
0.607,0.716,-5.674,0.062,0.00379,0.0,0.344,0.774,129.891,7abHWCVudMJ6Lo7hejEsjr,204813
